area,bathrooms,bedrooms,condo,parking_spots,price,suites,type,lat,lon
20.0,0.0,0.0,0.0,0.0,1500000.0,0.0,other,-5.7861054,-35.1991274
276.0,1.0,6.0,0.0,6.0,265000.0,3.0,house,-5.8576398,-35.2014489
54.0,2.0,2.0,350.0,1.0,210000.0,1.0,apartment,-5.8226937,-35.2126403
165.0,2.0,4.0,1200.0,4.0,1065000.0,3.0,apartment,-5.8032096,-35.2002054
125.0,2.0,0.0,500.0,2.0,600000.0,3.0,apartment,-5.8437235,-35.2214483
200.0,0.0,0.0,500.0,0.0,370000.0,0.0,other,-5.8546786,-35.2475918
175.0,5.0,3.0,1000.0,3.0,800000.0,3.0,apartment,-5.8365991,-35.2139684
1800.0,0.0,0.0,0.0,0.0,600000.0,0.0,other,-5.7233255,-35.2614748
43.0,0.0,1.0,0.0,1.0,390000.0,1.0,other,-5.8739084,-35.1877543
87.0,1.0,3.0,470.0,2.0,450000.0,1.0,apartment,-5.8437235,-35.2214483
400.0,0.0,0.0,0.0,10.0,650000.0,0.0,other,-5.8862742,-35.1655031
230.0,5.0,3.0,1015.0,3.0,1350000.0,2.0,other,-5.8999907,-35.1759866
53.0,1.0,2.0,220.0,1.0,135000.0,1.0,apartment,-5.8521764,-35.2568875
55.0,1.0,2.0,210.0,1.0,110000.0,0.0,apartment,-5.8768735,-35.2236066
266.0,5.0,6.0,0.0,3.0,530000.0,4.0,house,-5.8624143,-35.1967263
20.0,0.0,0.0,0.0,0.0,120000.0,0.0,other,-5.8226937,-35.2126403
86.0,0.0,3.0,410.0,1.0,180000.0,1.0,apartment,-5.8032096,-35.2002054
200.0,0.0,4.0,0.0,6.0,470000.0,4.0,house,-5.8576398,-35.2014489
100.0,0.0,3.0,700.0,0.0,330000.0,0.0,apartment,-5.7978488,-35.2092207
250.0,1.0,4.0,0.0,3.0,450000.0,4.0,house,-5.8576398,-35.2014489
215.0,4.0,3.0,0.0,1.0,750000.0,3.0,house,-5.8576398,-35.2014489
300.0,1.0,3.0,0.0,3.0,1270000.0,2.0,other,-5.7845495,-35.1984438
55.0,0.0,2.0,230.0,1.0,110000.0,0.0,apartment,-5.8768735,-35.2236066
56.0,1.0,2.0,0.0,1.0,230000.0,1.0,apartment,-5.8576398,-35.2014489
252.0,4.0,4.0,0.0,4.0,1500000.0,3.0,apartment,-5.7856518,-35.1913817
95.0,2.0,0.0,390.0,2.0,440000.0,2.0,apartment,-5.8032096,-35.2002054
11.0,1.0,3.0,0.0,3.0,370000.0,2.0,apartment,0.0,0.0
55.0,0.0,2.0,0.0,1.0,110000.0,0.0,apartment,-5.8521764,-35.2568875
55.0,1.0,2.0,0.0,1.0,230000.0,1.0,apartment,-5.8821365,-35.1722172
180.0,3.0,4.0,0.0,6.0,600000.0,0.0,house,-5.8821365,-35.1722172
94.0,3.0,3.0,480.0,0.0,340000.0,1.0,apartment,-5.8897065,-35.1728883
340.0,5.0,6.0,0.0,3.0,550000.0,4.0,house,0.0,0.0
4000.0,0.0,0.0,0.0,0.0,700000.0,0.0,other,0.0,0.0
84.0,2.0,3.0,310.0,2.0,390000.0,1.0,apartment,-5.8796695,-35.1973555
56.0,1.0,2.0,0.0,1.0,300000.0,1.0,apartment,-5.8032096,-35.2002054
160.0,1.0,3.0,0.0,3.0,280000.0,0.0,house,-5.8546786,-35.2475918
305.0,4.0,0.0,0.0,4.0,2500000.0,4.0,apartment,-5.8437235,-35.2214483
430.0,0.0,0.0,0.0,0.0,395000.0,0.0,other,-5.8226937,-35.2126403
473.0,0.0,0.0,0.0,0.0,750000.0,0.0,other,-5.8821365,-35.1722172
109.0,1.0,4.0,0.0,2.0,559503.0,2.0,apartment,-5.8576398,-35.2014489
195.0,1.0,3.0,1200.0,3.0,850000.0,3.0,apartment,-5.8226937,-35.2126403
240.0,0.0,4.0,1700.0,3.0,850000.0,3.0,apartment,-5.8032096,-35.2002054
192.0,4.0,4.0,1800.0,4.0,800000.0,3.0,apartment,-5.7856518,-35.1913817
56.0,2.0,2.0,0.0,1.0,244093.0,1.0,apartment,-5.8237538,-35.2125088
94.0,1.0,3.0,330.0,0.0,450000.0,2.0,apartment,-5.8821365,-35.1722172
57.0,2.0,2.0,300.0,0.0,200000.0,1.0,apartment,-5.8576398,-35.2014489
214.0,1.0,4.0,0.0,2.0,410000.0,1.0,house,-5.8666079,-35.2088062
185.0,1.0,3.0,1000.0,2.0,400000.0,1.0,apartment,-5.8032096,-35.2002054
57.0,1.0,2.0,0.0,1.0,245000.0,1.0,apartment,-5.8032096,-35.2002054
123.0,4.0,4.0,670.0,2.0,730000.0,2.0,apartment,-5.8576398,-35.2014489
198.0,2.0,3.0,0.0,2.0,690000.0,1.0,other,-5.8576398,-35.2014489
60.0,1.0,2.0,350.0,1.0,165000.0,0.0,apartment,-5.7978488,-35.2092207
99.0,3.0,3.0,0.0,2.0,428000.0,1.0,apartment,-5.8576398,-35.2014489
170.0,0.0,3.0,0.0,6.0,460000.0,1.0,house,-5.7372347,-35.2360433
89.0,1.0,2.0,0.0,1.0,305000.0,1.0,apartment,-5.7869014,-35.1902633
107.0,3.0,3.0,648.0,2.0,515000.0,1.0,apartment,-5.866287,-35.1917372
280.0,0.0,3.0,1900.0,3.0,800000.0,3.0,apartment,-5.8226937,-35.2126403
102.0,2.0,3.0,600.0,2.0,580000.0,1.0,apartment,-5.8821365,-35.1722172
285.0,5.0,3.0,0.0,4.0,530000.0,3.0,house,-5.8437235,-35.2214483
60.0,0.0,2.0,390.0,1.0,350000.0,1.0,apartment,-5.8032096,-35.2002054
56.0,2.0,2.0,0.0,1.0,240000.0,1.0,apartment,-5.8088697,-35.199618
289.0,6.0,4.0,1700.0,3.0,800000.0,4.0,apartment,-5.8437235,-35.2214483
55.0,1.0,0.0,0.0,1.0,250000.0,2.0,apartment,-5.7845495,-35.1984438
46.0,1.0,2.0,0.0,1.0,210000.0,0.0,other,-5.8821365,-35.1722172
135.0,4.0,3.0,0.0,2.0,370000.0,1.0,house,-5.8437235,-35.2214483
100.0,3.0,3.0,700.0,2.0,400000.0,1.0,apartment,-5.805398,-35.2080905
56.0,2.0,2.0,0.0,1.0,270000.0,1.0,apartment,-5.8821365,-35.1722172
44.0,1.0,0.0,0.0,1.0,396000.0,0.0,other,-5.8226937,-35.2126403
96.0,1.0,3.0,0.0,2.0,350000.0,1.0,apartment,-5.7978488,-35.2092207
80.0,3.0,3.0,790.0,2.0,280000.0,1.0,apartment,-5.8269204,-35.1985475
321.0,4.0,5.0,0.0,2.0,650000.0,3.0,house,-5.8821365,-35.1722172
160.0,2.0,3.0,0.0,2.0,439000.0,1.0,apartment,0.0,0.0
168.0,3.0,4.0,0.0,6.0,250000.0,1.0,other,-5.8613713,-35.2096731
105.0,3.0,3.0,0.0,2.0,200000.0,1.0,apartment,-5.8010185,-35.2078485
57.0,1.0,2.0,275.0,0.0,175000.0,1.0,apartment,-5.8821365,-35.1722172
191.0,3.0,3.0,0.0,3.0,370000.0,1.0,house,-5.841172,-35.205787
214.0,4.0,4.0,0.0,2.0,550000.0,3.0,house,-5.8624143,-35.1967263
165.0,2.0,0.0,0.0,3.0,1050000.0,3.0,apartment,-5.8032096,-35.2002054
275.0,0.0,4.0,0.0,2.0,590000.0,2.0,house,-5.8821365,-35.1722172
80.0,1.0,3.0,450.0,2.0,240000.0,1.0,apartment,-5.8226937,-35.2126403
500.0,6.0,7.0,0.0,10.0,850000.0,3.0,house,-5.8576398,-35.2014489
75.0,2.0,3.0,0.0,2.0,312000.0,1.0,apartment,-5.7767142,-35.2062156
542.0,6.0,4.0,0.0,6.0,1400000.0,4.0,house,-5.8468407,-35.2186408
60.0,1.0,2.0,0.0,1.0,207480.0,1.0,apartment,-5.8089827,-35.2272512
390.0,5.0,5.0,0.0,6.0,420000.0,2.0,house,-5.8223725,-35.2044225
214.0,1.0,2.0,0.0,0.0,560000.0,0.0,other,-5.8089827,-35.2272512
95.0,1.0,3.0,0.0,2.0,305000.0,1.0,apartment,-5.8032096,-35.2002054
500.0,0.0,8.0,0.0,6.0,790000.0,8.0,other,-5.88039875,-35.1783103
58.0,1.0,2.0,450.0,1.0,210000.0,0.0,apartment,-5.8576398,-35.2014489
77.0,2.0,3.0,0.0,1.0,290000.0,2.0,apartment,-5.8600136,-35.1998189
214.0,5.0,4.0,0.0,3.0,1100000.0,4.0,apartment,-5.7767142,-35.2062156
320.0,3.0,0.0,0.0,3.0,2500000.0,0.0,other,-5.8226937,-35.2126403
270.0,3.0,0.0,0.0,10.0,300000.0,0.0,other,0.0,0.0
237.0,5.0,5.0,2000.0,3.0,730000.0,4.0,apartment,0.0,0.0
69.0,2.0,3.0,250.0,1.0,165000.0,0.0,apartment,-5.8431967,-35.2124468
64.0,2.0,2.0,315.0,0.0,349000.0,1.0,apartment,-5.8636826,-35.2153349
265.0,0.0,4.0,750.0,4.0,1500000.0,4.0,apartment,-5.7869014,-35.1902633
370.0,0.0,0.0,0.0,5.0,2800000.0,4.0,apartment,-5.7845495,-35.1984438
61.0,1.0,3.0,80.0,1.0,150000.0,0.0,apartment,-5.8576398,-35.2014489
289.0,6.0,4.0,0.0,4.0,2400000.0,4.0,apartment,-5.7845495,-35.1984438
103.0,1.0,3.0,0.0,2.0,635000.0,1.0,apartment,-5.7870581,-35.1983806
56.0,2.0,3.0,0.0,1.0,250000.0,1.0,apartment,-5.8199511,-35.1991541
111.0,4.0,3.0,800.0,2.0,680000.0,2.0,apartment,-5.8032096,-35.2002054
98.0,0.0,4.0,0.0,2.0,480000.0,2.0,apartment,-5.8576398,-35.2014489
152.0,3.0,3.0,1000.0,2.0,590000.0,1.0,apartment,-5.7845495,-35.1984438
60.0,2.0,2.0,385.0,1.0,160000.0,1.0,apartment,-5.8833757,-35.1810368
220.0,1.0,3.0,0.0,4.0,320000.0,2.0,house,-5.8633093,-35.2324324
161.0,2.0,4.0,0.0,2.0,590000.0,2.0,apartment,-5.8032096,-35.2002054
103.0,1.0,3.0,0.0,2.0,480000.0,1.0,apartment,-5.7845495,-35.1984438
14000.0,15.0,15.0,0.0,6.0,3000000.0,15.0,other,-5.8821365,-35.1722172
73.0,1.0,3.0,0.0,1.0,255000.0,1.0,apartment,-5.8032096,-35.2002054
156.0,4.0,3.0,0.0,5.0,750000.0,3.0,house,-5.8827627,-35.1762694
196.0,5.0,4.0,1000.0,4.0,1280000.0,3.0,apartment,-5.8624754,-35.1935607
55.0,2.0,2.0,240.0,0.0,259000.0,1.0,apartment,-5.8627911,-35.1994162
82.0,3.0,2.0,375.0,1.0,398000.0,2.0,apartment,-5.8738039,-35.1815727
58.0,2.0,2.0,0.0,1.0,146000.0,1.0,apartment,-5.8088697,-35.199618
122.0,3.0,3.0,822.0,2.0,340000.0,1.0,apartment,-5.8032096,-35.2002054
224.0,4.0,4.0,0.0,2.0,600000.0,3.0,house,-5.8624143,-35.1967263
97.0,2.0,3.0,0.0,2.0,450000.0,1.0,apartment,-5.8576398,-35.2014489
193.0,4.0,4.0,0.0,4.0,650000.0,1.0,house,-5.8626739,-35.1941835
400.0,0.0,0.0,610.0,0.0,400000.0,0.0,other,-5.8821365,-35.1722172
76.0,2.0,3.0,0.0,2.0,403000.0,1.0,apartment,-5.8032096,-35.2002054
60.0,2.0,2.0,326.0,0.0,349000.0,1.0,apartment,-5.8999907,-35.1759866
89.0,1.0,3.0,0.0,1.0,470000.0,1.0,apartment,-5.8032096,-35.2002054
230.0,3.0,3.0,0.0,2.0,350000.0,2.0,house,-5.8208715,-35.2232428
56.0,2.0,2.0,0.0,0.0,390000.0,1.0,apartment,-5.8821365,-35.1722172
449.0,1.0,4.0,2500.0,4.0,3300000.0,4.0,apartment,-5.7845495,-35.1984438
277.0,1.0,3.0,0.0,2.0,750000.0,1.0,house,-5.8576398,-35.2014489
947.0,0.0,0.0,0.0,0.0,2200000.0,0.0,other,-5.8226937,-35.2126403
63.0,1.0,2.0,250.0,1.0,130000.0,0.0,apartment,-5.8437235,-35.2214483
56.0,0.0,2.0,0.0,1.0,230000.0,1.0,apartment,-5.8437235,-35.2214483
150.0,4.0,4.0,1260.0,3.0,550000.0,3.0,apartment,-5.830929,-35.2195447
55.0,2.0,2.0,625.0,1.0,350000.0,1.0,apartment,0.0,0.0
82.0,2.0,3.0,330.0,1.0,225000.0,2.0,apartment,0.0,0.0
87.0,1.0,3.0,600.0,2.0,220000.0,1.0,apartment,-5.8032096,-35.2002054
179.0,2.0,2.0,0.0,4.0,450000.0,1.0,house,-5.8674286,-35.1966683
160.0,1.0,4.0,0.0,4.0,400000.0,1.0,house,-5.8633093,-35.2324324
176.0,1.0,3.0,0.0,1.0,550000.0,1.0,house,-5.8226937,-35.2126403
169.0,5.0,3.0,1500.0,2.0,500000.0,3.0,apartment,-5.8209603,-35.2182387
85.0,2.0,3.0,500.0,1.0,279900.0,1.0,apartment,-5.8640599,-35.196594
58.0,1.0,2.0,400.0,1.0,229000.0,1.0,apartment,-5.8603397,-35.2094385
58.0,1.0,2.0,270.0,1.0,95000.0,0.0,apartment,-5.8521764,-35.2568875
406.0,5.0,4.0,0.0,4.0,2499000.0,4.0,apartment,-5.7869014,-35.1902633
197.0,4.0,4.0,0.0,5.0,550000.0,2.0,house,-5.8269204,-35.1985475
136.0,4.0,4.0,1193.0,2.0,530000.0,3.0,apartment,0.0,0.0
