address,area,bathrooms,bedrooms,condo,parking_spots,price,suites,type
"Rua Pedro Fonseca Filho - Ponta Negra, Natal - RN",262.0,5.0,4.0,,2.0,1800000.0,3.0,other
"Rua Desembargador Túlio Bezerra de Melo, 3605 - Candelária, Natal - RN",248.0,5.0,4.0,1700.0,4.0,850000.0,4.0,apartment
"Rua Jaguarari - Candelária, Natal - RN",871.0,5.0,4.0,,4.0,3200000.0,2.0,house
"Avenida Presidente Café Filho, 347 - Praia do Meio, Natal - RN",178.0,2.0,3.0,,2.0,380000.0,1.0,house
"Rua Antônio Lourenço, 15 - Ponta Negra, Natal - RN",405.0,,3.0,,4.0,900000.0,2.0,house
"Avenida dos Caiapós, 121 - Pitimbu, Natal - RN",67.0,2.0,2.0,300.0,1.0,260000.0,1.0,apartment
"Rua Alberto Silva, 1236 - Lagoa Seca, Natal - RN",1800.0,,,,,9000000.0,,other
"Rua dos Potiguares - Lagoa Nova, Natal - RN",300.0,4.0,3.0,,4.0,470000.0,3.0,house
"Cidade da Esperança, Natal - RN",70.0,,3.0,280.0,,299000.0,1.0,apartment
"Rua Joaquim Fabrício, 306 - Petrópolis, Natal - RN",,5.0,3.0,,1.0,400000.0,3.0,house
"Rua Comandante Monteiro Chaves, 350 - Pitimbu, Natal - RN",,2.0,4.0,,,800000.0,2.0,house
"Avenida Campos Sáles, 384 - Tirol, Natal - RN",163.0,1.0,4.0,,3.0,1160000.0,4.0,apartment
"Rua Nelson Geraldo Freire, 240 - Candelária, Natal - RN",420.0,,5.0,,4.0,1699000.0,5.0,house
"Rua Brisa do Mar, 232 - Ponta Negra, Natal - RN",55.0,2.0,2.0,,1.0,165000.0,1.0,apartment
"Rua Epitácio Andrade - Barro Vermelho, Natal - RN",100.0,2.0,3.0,500.0,2.0,250000.0,1.0,apartment
"Capim Macio, Natal - RN",258.0,,3.0,,5.0,450000.0,1.0,house
"Rua Coronel Luiz Júlio, 48 - Lagoa Nova, Natal - RN",337.0,8.0,6.0,,6.0,1100000.0,6.0,house
"Rua Mipibu, 757 - Petrópolis, Natal - RN",175.0,5.0,4.0,1100.0,2.0,658000.0,3.0,apartment
"Tirol, Natal - RN",90.0,1.0,2.0,200.0,2.0,139000.0,,apartment
"Rua Abreulândia - Planalto, Natal - RN",,1.0,2.0,,1.0,140000.0,1.0,house
"Avenida dos Caiapós, 2015 - Pitimbu, Natal - RN",5000.0,,,,,2500000.0,,other
"Ponta Negra, Natal - RN",300.0,6.0,4.0,,2.0,450000.0,4.0,house
"Avenida Engenheiro Roberto Freire, 3090 - Ponta Negra, Natal - RN",52.0,2.0,2.0,1500.0,1.0,300000.0,1.0,apartment
"Rua Serra do Bujari, 0000 - Pitimbu, Natal - RN",80.0,1.0,2.0,,,190000.0,,house
"Avenida Amintas Barros, 3735 - Lagoa Nova, Natal - RN",113.0,4.0,3.0,750.0,2.0,520000.0,3.0,apartment
"Rua Pinto Martins, 1044 - Areia Preta, Natal - RN",123.0,,2.0,1100.0,2.0,300000.0,1.0,apartment
"Rua Manoel Alves - Ponta Negra, Natal - RN",200.0,2.0,2.0,,3.0,350000.0,1.0,house
"Avenida Prudente de Morais, 1140 - Tirol, Natal - RN",93.0,,2.0,,2.0,165000.0,1.0,apartment
"Ponta Negra, Natal - RN",,,2.0,,,160000.0,,apartment
"Morro Branco, Natal - RN",138.0,1.0,3.0,350.0,2.0,290000.0,1.0,apartment
"Ponta Negra, Natal - RN",56.0,1.0,2.0,,1.0,240000.0,1.0,apartment
"Avenida Presidente Getúlio Vargas, 544 - Petrópolis, Natal - RN",,,4.0,2500.0,5.0,5000000.0,4.0,apartment
"Ponta Negra, Natal - RN",60.0,1.0,2.0,800.0,1.0,280000.0,1.0,apartment
"Rua Alexandre Câmara, 1977 - Capim Macio, Natal - RN",92.0,3.0,3.0,575.0,2.0,450000.0,1.0,apartment
"Rua Nelson Geraldo Freire, 800 - Lagoa Nova, Natal - RN",550.0,7.0,5.0,1509.0,4.0,2500000.0,5.0,house
"Tirol, Natal - RN",39.0,1.0,,,1.0,300000.0,,other
"Rua Cônego Leão Fernandes - Petrópolis, Natal - RN",220.0,5.0,9.0,,4.0,550000.0,,other
"Rua Mipibu, 757 - Tirol, Natal - RN",175.0,5.0,4.0,1100.0,2.0,660000.0,3.0,apartment
"Rua do Melro, 8095 - Pitimbu, Natal - RN",,,3.0,,,160000.0,,house
"Avenida Amintas Barros - Lagoa Nova, Natal - RN",34.0,1.0,1.0,,1.0,280000.0,,other
"Rua Abel Dominguez, 124 - Redinha, Natal - RN",,,4.0,,2.0,250000.0,3.0,house
"Rua Brisa do Mar - Ponta Negra, Natal - RN",60.0,2.0,2.0,,1.0,230000.0,1.0,apartment
"Rua Coronel Inácio Vale - Ponta Negra, Natal - RN",36.0,1.0,1.0,730.0,,138000.0,,apartment
"Avenida Campos Sales, 682 - Tirol, Natal - RN",57.0,2.0,2.0,362.0,1.0,260000.0,1.0,apartment
"Rua Alberto Maranhão, 00 - Tirol, Natal - RN",270.0,6.0,4.0,,3.0,1600000.0,4.0,other
"Rua Maxaranguape, 550 - Tirol, Natal - RN",184.0,5.0,4.0,1000.0,3.0,1000000.0,3.0,apartment
"Rua Antônio Farache, 1994 - Capim Macio, Natal - RN",56.0,2.0,2.0,350.0,1.0,260000.0,1.0,apartment
"Petrópolis, Natal - RN",54.0,2.0,2.0,450.0,1.0,190000.0,1.0,apartment
"Capim Macio, Natal - RN",196.0,4.0,3.0,1150.0,4.0,1300000.0,3.0,apartment
"Capim Macio, Natal - RN",109.0,2.0,3.0,549.0,2.0,550000.0,1.0,apartment
"Rua Historiador Tobias Monteiro, 1915 - Lagoa Nova, Natal - RN",56.0,,2.0,,1.0,225000.0,1.0,apartment
"Ponta Negra, Natal - RN",57.0,1.0,2.0,,1.0,330000.0,1.0,apartment
"Rua Elia Barros, 9081 - Ponta Negra, Natal - RN",455.0,6.0,5.0,,2.0,1290000.0,3.0,house
"Rua Eletricista Elias Ferreira, 8 - Candelária, Natal - RN",57.0,2.0,2.0,,1.0,250000.0,1.0,apartment
"Capim Macio, Natal - RN",,2.0,4.0,1280.0,2.0,600000.0,,apartment
"Avenida Ayrton Senna - Neópolis, Natal - RN",53.0,2.0,2.0,250.0,1.0,170000.0,,apartment
"Avenida Ayrton Senna - Neópolis, Natal - RN",53.0,2.0,2.0,250.0,1.0,170000.0,,apartment
"Avenida das Brancas Dunas, 65 - Candelária, Natal - RN",56.0,2.0,2.0,330.0,1.0,220000.0,1.0,apartment
"Rua Dom José Tomaz, 1025 - Tirol, Natal - RN",269.0,6.0,4.0,1600.0,4.0,1290000.0,4.0,apartment
"Rua Mira Mangue - Planalto, Natal - RN",58.0,2.0,2.0,150.0,1.0,120000.0,1.0,apartment
"Rua Desembargador José Gomes da Costa, 1884 - Capim Macio, Natal - RN",55.0,2.0,2.0,300.0,2.0,300000.0,1.0,apartment
"Rua Adolfo Gordo, 1035 - Cidade da Esperança, Natal - RN",55.0,1.0,2.0,369.0,1.0,172000.0,1.0,apartment
"Lagoa Nova, Natal - RN",110.0,,3.0,,2.0,480000.0,3.0,apartment
"Rua Missionário Joel Carlson, 1953 - Capim Macio, Natal - RN",315.0,,3.0,,,1200000.0,,house
"Rua São João, 1424 - Lagoa Seca, Natal - RN",1200.0,,,,,1050000.0,,other
"Avenida Presidente Getúlio Vargas, 450 - Petrópolis, Natal - RN",480.0,,4.0,2600.0,4.0,6000000.0,4.0,apartment
"Rua Clóvis Beviláqua, 661 - Lagoa Seca, Natal - RN",,,4.0,,1.0,350000.0,3.0,house
"Avenida Rui Barbosa, 1000 - Lagoa Nova, Natal - RN",145.0,5.0,3.0,800.0,3.0,860000.0,3.0,apartment
"Avenida Rui Barbosa, 1000 - Lagoa Nova, Natal - RN",145.0,5.0,3.0,800.0,3.0,860000.0,3.0,apartment
"Rua Rio Suassui - Pitimbu, Natal - RN",240.0,4.0,4.0,,3.0,350000.0,2.0,house
"Avenida Deputado Antônio Florêncio de Queiroz, 4253 - Ponta Negra, Natal - RN",101.0,3.0,3.0,580.0,2.0,630000.0,1.0,apartment
"Rua Santa Tereza D'Ávila, 3285 - Candelária, Natal - RN",,,3.0,,2.0,330000.0,1.0,house
"Rua Fabrício Pedroza, 1011 - Areia Preta, Natal - RN",282.0,6.0,4.0,1500.0,4.0,1730000.0,4.0,apartment
"Tirol, Natal - RN",116.0,1.0,3.0,700.0,3.0,620000.0,3.0,apartment
"Rua General Oliveira Galvão, 1172 - Tirol, Natal - RN",,,4.0,1300.0,,580000.0,4.0,apartment
"Rua Praia de Camurupim, 8987 - Ponta Negra, Natal - RN",200.0,3.0,3.0,,2.0,840000.0,1.0,house
"Rua Walter Fernandes - Capim Macio, Natal - RN",120.0,4.0,4.0,450.0,2.0,617000.0,2.0,apartment
"Rua Capitão Abdon Nunes, 824 - Tirol, Natal - RN",56.0,2.0,2.0,320.0,1.0,260000.0,1.0,apartment
"Candelária, Natal - RN",91.0,1.0,3.0,150.0,1.0,190000.0,1.0,apartment
"Avenida Prudente de Morais, 1034 - Tirol, Natal - RN",208.0,5.0,4.0,,4.0,1400000.0,5.0,apartment
"Rua Desembargador Adauto Maia, 123 - Lagoa Nova, Natal - RN",108.0,5.0,3.0,650.0,2.0,500000.0,3.0,apartment
"Capim Macio, Natal - RN",156.0,5.0,3.0,,3.0,790000.0,3.0,apartment
"Rua Bacharel Francisco Menezes de Melo, 45 - Capim Macio, Natal - RN",450.0,4.0,4.0,,4.0,550000.0,2.0,house
"Neópolis, Natal - RN",57.0,2.0,2.0,380.0,1.0,110000.0,1.0,apartment
"Avenida Nascimento de Castro, 2455 - Lagoa Nova, Natal - RN",160.0,5.0,4.0,,3.0,727000.0,3.0,apartment
"Ponta Negra, Natal - RN",59.0,2.0,2.0,300.0,1.0,280000.0,1.0,apartment
"Rua Ministro Mirabeau da Cunha Melo, 1990 - Candelária, Natal - RN",57.0,,2.0,,1.0,235000.0,1.0,apartment
"Rua Ana Néri, 351 - Petrópolis, Natal - RN",120.0,4.0,4.0,1050.0,3.0,560000.0,2.0,apartment
"Rua Antônio Farache, 1984 - Capim Macio, Natal - RN",98.0,3.0,3.0,930.0,2.0,415000.0,1.0,apartment
"Lagoa Nova, Natal - RN",228.0,1.0,3.0,,2.0,500000.0,1.0,house
"Rua Sebastião Barreto, 33 - Neópolis, Natal - RN",57.0,2.0,2.0,330.0,1.0,189000.0,1.0,apartment
"Rua Morais Navarro, 55 - Lagoa Nova, Natal - RN",,,3.0,450.0,1.0,460000.0,1.0,apartment
"Rua Osvaldo Fortes do Rêgo - Ponta Negra, Natal - RN",53.0,2.0,2.0,300.0,1.0,230000.0,1.0,apartment
"Rua Jaime Adour da Câmara, 1661 - Capim Macio, Natal - RN",56.0,1.0,2.0,500.0,1.0,210000.0,1.0,apartment
"Rua Walter Fernandes, 1853 - Capim Macio, Natal - RN",120.0,1.0,4.0,,2.0,645000.0,2.0,apartment
"Tirol, Natal - RN",283.0,,4.0,1400.0,3.0,1000000.0,4.0,apartment
"Avenida Rodrigues Alves, 800 - Tirol, Natal - RN",39.0,1.0,1.0,,1.0,240000.0,,other
"Avenida Almirante Alexandrino de Alencar - Tirol, Natal - RN",57.0,2.0,2.0,350.0,1.0,300000.0,1.0,apartment
"Avenida Presidente Getúlio Vargas, 788 - Petrópolis, Natal - RN",45.0,1.0,1.0,1224.0,,255000.0,,apartment
"Avenida Presidente Getúlio Vargas, 788 - Petrópolis, Natal - RN",44.0,,1.0,,,220000.0,,apartment
"Avenida Engenheiro Roberto Freire, 3090 - Ponta Negra, Natal - RN",40.0,,,,1.0,250000.0,1.0,apartment
"Ponta Negra, Natal - RN",350.0,,3.0,,2.0,670000.0,1.0,house
"Avenida Deputado Antônio Florêncio de Queiroz, 2995 - Ponta Negra, Natal - RN",59.0,2.0,2.0,320.0,1.0,290000.0,1.0,apartment
"Avenida Amintas Barros - Lagoa Nova, Natal - RN",60.0,1.0,2.0,,1.0,202000.0,1.0,apartment
"Rua José Freire de Souza, 7 - Lagoa Nova, Natal - RN",140.0,1.0,3.0,,3.0,300000.0,2.0,house
"Avenida Governador Sílvio Pedroza - Areia Preta, Natal - RN",,6.0,4.0,,4.0,1500000.0,4.0,apartment
"Rua Minas Novas, 225 - Neópolis, Natal - RN",51.0,1.0,2.0,170.0,,160000.0,,apartment
"Cidade da Esperança, Natal - RN",350.0,,,,,435000.0,,other
"Rua do Melro, 8032 - Cidade Satelite, Natal - RN",217.0,1.0,3.0,,2.0,280000.0,2.0,house
"Rua Nossa Senhora de Candelária, 3498 - Candelária, Natal - RN",110.0,1.0,3.0,130.0,,260000.0,1.0,apartment
"Rua Monsenhor Pegado, 106 - Barro Vermelho, Natal - RN",100.0,,3.0,500.0,,390000.0,3.0,apartment
"Tirol, Natal - RN",180.0,,3.0,935.0,,600000.0,2.0,apartment
"Rua Missionário Gunnar Vingren, 1904 - Capim Macio, Natal - RN",109.0,3.0,4.0,430.0,2.0,550000.0,2.0,apartment
"Rua Doutor Paulo Pinto de Abreu - Lagoa Nova, Natal - RN",120.0,4.0,3.0,,2.0,700000.0,3.0,apartment
"Rua Praia de Camurupim, 8987 - Ponta Negra, Natal - RN",,2.0,3.0,,5.0,800000.0,1.0,house
"Rua Maxaranguape, 550 - Tirol, Natal - RN",186.0,5.0,4.0,900.0,3.0,990000.0,4.0,apartment
"Rua Énico Monteiro, 1878 - Capim Macio, Natal - RN",102.0,4.0,4.0,1050.0,2.0,340000.0,3.0,apartment
"Rua Sebastião Barreto, 29 - Neópolis, Natal - RN",75.0,,3.0,600.0,2.0,280000.0,1.0,apartment
"Rua Epaminondas Jacomé, 70 - Tirol, Natal - RN",350.0,6.0,4.0,2000.0,4.0,1800000.0,4.0,apartment
"Avenida Campos Sales, 951 - Petrópolis, Natal - RN",34.0,1.0,,,1.0,300000.0,,other
"Ponta Negra, Natal - RN",57.0,2.0,2.0,450.0,1.0,240000.0,1.0,apartment
"Rua Doutor Manoel Augusto Bezerra de Araújo, 570 - Ponta Negra, Natal - RN",55.0,2.0,2.0,516.0,1.0,300000.0,1.0,apartment
"Avenida Amintas Barros - Nossa Senhora de Nazaré, Natal - RN",55.0,2.0,2.0,365.0,1.0,180000.0,1.0,apartment
"Nossa Senhora de Nazaré, Natal - RN",690.0,,,,3.0,490000.0,,other
"Petrópolis, Natal - RN",217.0,1.0,3.0,1700.0,2.0,850000.0,3.0,apartment
"Rua Juvino Barreto, 287 - Petrópolis, Natal - RN",545.0,2.0,4.0,,2.0,450000.0,1.0,house
"Rua das Algarobas, 1835 - Pitimbu, Natal - RN",,,2.0,245.0,,150000.0,1.0,apartment
"Rua Antônio Madruga, 1954 - Capim Macio, Natal - RN",55.0,2.0,2.0,260.0,1.0,260000.0,1.0,apartment
"Capim Macio, Natal - RN",55.0,2.0,2.0,450.0,1.0,170000.0,1.0,apartment
"Rua General Gustavo Cordeiro de Farias, 133 - Petrópolis, Natal - RN",358.0,6.0,4.0,1800.0,4.0,2600000.0,4.0,apartment
"Ponta Negra, Natal - RN",300.0,1.0,3.0,,3.0,440000.0,1.0,house
"Areia Preta, Natal - RN",424.0,2.0,5.0,3456.0,4.0,3000000.0,4.0,apartment
"Rua Manoel Messias Soares, 47 - Capim Macio, Natal - RN",36.0,1.0,1.0,120.0,1.0,150000.0,,other
"Avenida Hermes da Fonseca, 944 - Tirol, Natal - RN",260.0,,,,4.0,2200000.0,,other
"Avenida Miguel Castro, 1275 - Lagoa Nova, Natal - RN",152.0,5.0,3.0,1200.0,3.0,470000.0,3.0,apartment
"Rua Paracati, 85 - Planalto, Natal - RN",59.0,,2.0,,1.0,100000.0,1.0,apartment
"Rua Morais Navarro, 55 - Lagoa Nova, Natal - RN",236.0,4.0,4.0,795.0,3.0,1100000.0,3.0,apartment
"Rua São José, 3209 - Lagoa Nova, Natal - RN",,,,,,440000.0,,other
"Rua Curitiba - Potengi, Natal - RN",200.0,5.0,4.0,,4.0,400000.0,3.0,house
"Avenida Campos Sales - Petrópolis, Natal - RN",490.0,5.0,7.0,,,800000.0,3.0,other
"Rua Potengi, 344 - Petrópolis, Natal - RN",263.0,6.0,4.0,1800.0,2.0,790000.0,4.0,apartment
"Rua Ciprestes, 7952 - Pitimbu, Natal - RN",,3.0,3.0,,,350000.0,2.0,house
"Rua Rio Guaíba, 7751 - Cidade Satelite, Natal - RN",300.0,1.0,4.0,,3.0,280000.0,1.0,house
"Rua José do Patrocínio, 1 - Candelária, Natal - RN",240.0,,,,,189000.0,,other
"Rua Presidente Quaresma - Lagoa Seca, Natal - RN",52.0,1.0,2.0,,,100000.0,,house
"Rua Poeta Jorge Fernandes - Ponta Negra, Natal - RN",63.0,2.0,1.0,579.0,1.0,325000.0,,apartment
"Rua Presidente Quaresma, 972 - Lagoa Seca, Natal - RN",108.0,,3.0,,2.0,390000.0,1.0,apartment
"Rua Ismael Pereira da Silva, 1515 - Capim Macio, Natal - RN",194.0,6.0,4.0,1050.0,4.0,1290000.0,3.0,apartment
"Rua Beatriz Pinheiro - Barro Vermelho, Natal - RN",98.0,2.0,3.0,,2.0,370000.0,1.0,other
"Rua da Saudade - Nova Descoberta, Natal - RN",80.0,1.0,3.0,350.0,1.0,160000.0,,apartment
"Rua Ataulfo Alves, 001 - Candelária, Natal - RN",240.0,5.0,3.0,1450.0,3.0,690000.0,3.0,apartment
"Capim Macio, Natal - RN",180.0,1.0,3.0,,1.0,270000.0,2.0,house
"Rua João Florêncio de Queiroz, 270 - Capim Macio, Natal - RN",,,3.0,,1.0,850000.0,2.0,house
"Rua Missionário Joel Carlson, 1946 - Capim Macio, Natal - RN",,4.0,4.0,,2.0,580000.0,4.0,house
"Tirol, Natal - RN",162.0,3.0,4.0,1100.0,2.0,590000.0,2.0,apartment
"Rua Adauto Freire da Silva, 31 - Pajuçara, Natal - RN",107.0,,3.0,,4.0,260000.0,1.0,house
"Rua Ponta de Manguinhos, 2201 - Ponta Negra, Natal - RN",,,3.0,,4.0,950000.0,1.0,house
"Rua: Edson Teixeira da Silva / Ponta Negra., 270 - Alecrim, Natal - RN",54.0,1.0,2.0,248.0,1.0,208950.0,1.0,apartment
"Rua Desembargador Carlos Augusto, 71 - Lagoa Nova, Natal - RN",,3.0,3.0,,3.0,800000.0,1.0,house
"Rua Walter Duarte Pereira, 1628 - Capim Macio, Natal - RN",,3.0,3.0,,,400000.0,2.0,house
"Avenida Amintas Barros, 3700 - Lagoa Nova, Natal - RN",111.0,1.0,6.0,1120.0,3.0,780000.0,,other
"Rua Rodolfo Garcia - Lagoa Nova, Natal - RN",107.0,4.0,3.0,700.0,2.0,499000.0,3.0,apartment
"Rua Engenheiro João Hélio Alves Rocha, 2825 - Planalto, Natal - RN",53.0,,2.0,220.0,,135000.0,1.0,apartment
"Candelária, Natal - RN",110.0,3.0,3.0,100.0,2.0,292000.0,1.0,apartment
"Avenida Capitão-Mor Gouveia - Cidade Nova, Natal - RN",90.0,2.0,3.0,329.0,2.0,330000.0,1.0,apartment
"Rua Professor Etelvino Cunha, 2896 - Capim Macio, Natal - RN",,3.0,3.0,,2.0,550000.0,3.0,house
"Redinha, Natal - RN",200.0,2.0,3.0,,5.0,400000.0,1.0,house
"PARNAMIRIM, Natal - RN",83.0,2.0,2.0,150.0,1.0,150000.0,1.0,apartment
"Rua Rio Sanhoá, 7739 - Cidade Satelite, Natal - RN",315.0,4.0,3.0,,2.0,750000.0,1.0,house
"Avenida Nilo Peçanha, 300 - Petrópolis, Natal - RN",320.0,5.0,,,2.0,1200000.0,3.0,apartment
"Tirol, Natal - RN",125.0,1.0,3.0,1000.0,2.0,400000.0,1.0,apartment
"Capim Macio, Natal - RN",110.0,3.0,3.0,,2.0,280000.0,1.0,apartment
"Avenida Almirante Alexandrino de Alencar, 1266 - Tirol, Natal - RN",150.0,,3.0,,2.0,290000.0,3.0,house
"Rua Praia de Camboinhas, 9198 - Ponta Negra, Natal - RN",37.0,1.0,1.0,380.0,,189000.0,,other
"Tirol, Natal - RN",220.0,1.0,3.0,1400.0,4.0,950000.0,3.0,apartment
"Rua Doutor Manoel Dantas, 516 - Petrópolis, Natal - RN",503.0,5.0,4.0,,4.0,2500000.0,4.0,apartment
"Rua Coronel Auris Coelho, 1785 - Lagoa Nova, Natal - RN",85.0,,3.0,700.0,,230000.0,,apartment
"Rua Epaminondas Jacomé, 70 - Tirol, Natal - RN",,,4.0,,4.0,3150000.0,4.0,apartment
"Rua Açu - Tirol, Natal - RN",246.0,5.0,3.0,900.0,2.0,650000.0,3.0,apartment
"Neópolis, Natal - RN",109.0,2.0,3.0,500.0,1.0,180000.0,1.0,apartment
"Rua dos Tororós, 730 - Lagoa Nova, Natal - RN",136.0,1.0,3.0,,3.0,1076673.0,3.0,apartment
"Ponta Negra, Natal - RN",50.0,1.0,1.0,650.0,1.0,220000.0,,other
"Lagoa Nova, Natal - RN",129.0,1.0,3.0,,3.0,580000.0,3.0,apartment
"Neópolis, Natal - RN",76.0,2.0,3.0,163.0,2.0,290000.0,1.0,apartment
"Capim Macio, Natal - RN",75.0,2.0,3.0,490.0,1.0,180000.0,1.0,apartment
"Lagoa Nova, Natal - RN",67.0,,2.0,,,150000.0,,house
"Rua Missionário Gunnar Vingren, 1904 - Capim Macio, Natal - RN",109.0,4.0,4.0,430.0,2.0,550000.0,2.0,apartment
"Rua Engenheiro Bertoldo Gurgel, 91 - Lagoa Nova, Natal - RN",,,3.0,,2.0,350000.0,,house
"Lagoa Nova, Natal - RN",113.0,1.0,3.0,500.0,2.0,560000.0,3.0,apartment
"Lagoa Nova, Natal - RN",96.0,1.0,3.0,800.0,2.0,400000.0,1.0,apartment
"Rua Antônio Madruga, 1982 - Capim Macio, Natal - RN",96.0,,3.0,945.0,2.0,450000.0,1.0,apartment
"Rua Cabo do Bacopari, 2122 - Ponta Negra, Natal - RN",420.0,12.0,12.0,,,795000.0,12.0,other
"Tirol, Natal - RN",34.0,2.0,,,371.0,309738.0,,other
"Candelária, Natal - RN",210.0,1.0,3.0,,2.0,400000.0,1.0,house
"Rua Jaguarari, 802 - Barro Vermelho, Natal - RN",106.0,,3.0,580.0,2.0,490000.0,3.0,apartment
"Rua Maxaranguape, 550 - Tirol, Natal - RN",180.0,5.0,4.0,1100.0,3.0,1100000.0,4.0,apartment
"Rua Apodi - Tirol, Natal - RN",55.0,1.0,1.0,400.0,1.0,159900.0,,apartment
"Rua Doutor Múcio Villar Ribeiro Dantas, 500 - Ponta Negra, Natal - RN",,2.0,4.0,440.0,3.0,2200000.0,1.0,house
"Rua Anísio de Souza, 2602 - Candelária, Natal - RN",142.0,4.0,4.0,1100.0,3.0,700000.0,2.0,apartment
"Rua Antônio Elias de França Neto, 1654 - Lagoa Nova, Natal - RN",,,3.0,,,470000.0,1.0,apartment
"Rua Doutor Múcio Villar Ribeiro Dantas, 500 - Ponta Negra, Natal - RN",,2.0,4.0,440.0,3.0,2200000.0,1.0,house
"Rua Anísio de Souza, 2602 - Candelária, Natal - RN",142.0,4.0,4.0,1100.0,3.0,700000.0,2.0,apartment
"Rua Antônio Elias de França Neto, 1654 - Lagoa Nova, Natal - RN",,,3.0,,,470000.0,1.0,apartment
"Lagoa Nova, Natal - RN",178.0,3.0,3.0,,3.0,750000.0,3.0,apartment
"Rua Alexandre Câmara, 1774 - Capim Macio, Natal - RN",142.0,,3.0,,2.0,760000.0,3.0,apartment
"Rua Alexandre Câmara, 1774 - Capim Macio, Natal - RN",142.0,,3.0,,2.0,810000.0,3.0,apartment
"Rua Alexandre Câmara, 1774 - Capim Macio, Natal - RN",142.0,,3.0,,2.0,890000.0,3.0,apartment
"Rua Alexandre Câmara, 1774 - Capim Macio, Natal - RN",142.0,,3.0,,2.0,800000.0,3.0,apartment
"Rua Alexandre Câmara, 1774 - Capim Macio, Natal - RN",142.0,,3.0,,2.0,830000.0,3.0,apartment
"Rua Alexandre Câmara, 1774 - Capim Macio, Natal - RN",142.0,,3.0,,2.0,880000.0,3.0,apartment
"Rua Ascenso Ferreira, 1902 - Candelária, Natal - RN",,,3.0,,2.0,690000.0,3.0,apartment
"Lagoa Nova, Natal - RN",131.0,5.0,3.0,800.0,2.0,680000.0,3.0,apartment
"Avenida dos Caiapós - Pitimbu, Natal - RN",89.0,3.0,3.0,460.0,2.0,320000.0,1.0,apartment
"Rua Epaminondas Jacomé, 70 - Tirol, Natal - RN",,,4.0,2000.0,,1750000.0,4.0,apartment
"Avenida Senador Salgado Filho - Capim Macio, Natal - RN",59.0,2.0,2.0,450.0,1.0,168000.0,2.0,apartment
"Rua Doutor Ewerton Dantas Cortez, 1487 - Tirol, Natal - RN",,3.0,3.0,1100.0,1.0,280000.0,1.0,apartment
"Rua Doutor Manoel Augusto Bezerra de Araújo, 571 - Ponta Negra, Natal - RN",55.0,2.0,2.0,400.0,1.0,249000.0,1.0,apartment
"Tirol, Natal - RN",98.0,3.0,3.0,580.0,2.0,525000.0,1.0,apartment
"Lagoa Nova, Natal - RN",256.0,1.0,4.0,,4.0,800000.0,4.0,apartment
"Rua Poeta Jorge Fernandes, 156 - Ponta Negra, Natal - RN",152.0,3.0,4.0,,3.0,700000.0,1.0,house
"Capim Macio, Natal - RN",187.0,1.0,4.0,1700.0,2.0,460000.0,1.0,apartment
"Pitimbu, Natal - RN",120.0,2.0,3.0,,4.0,220000.0,1.0,house
"Avenida Nilo Peçanha - Praia do Meio, Natal - RN",245.0,5.0,4.0,,3.0,850000.0,4.0,apartment
"Rua Engenheiro João Hélio Alves Rocha, 820 - Planalto, Natal - RN",61.0,1.0,2.0,155.0,1.0,135000.0,1.0,apartment
"Rua Teotônio Freire - Ribeira, Natal - RN",75.0,,3.0,330.0,2.0,350000.0,1.0,apartment
"Ponta Negra, Natal - RN",41.0,1.0,1.0,300.0,1.0,177700.0,,apartment
"Rua Vicente Martins Fernandes, 725 - Planalto, Natal - RN",145.0,1.0,3.0,,2.0,150000.0,1.0,apartment
"Candelária, Natal - RN",123.0,5.0,3.0,550.0,2.0,500000.0,3.0,apartment
"Alecrim, Natal - RN",180.0,1.0,4.0,,2.0,270000.0,1.0,house
"Avenida Senador Salgado Filho, 1871 - Lagoa Nova, Natal - RN",,,,,,530000.0,,other
"Rua Poeta Jorge Fernandes, 116 - Ponta Negra, Natal - RN",,1.0,3.0,,3.0,520000.0,1.0,house
"Avenida Miguel Castro, 1275 - Lagoa Nova, Natal - RN",152.0,5.0,3.0,1200.0,3.0,470000.0,3.0,apartment
"Rua Vale de Miranda, 109 - Tirol, Natal - RN",90.0,2.0,2.0,630.0,1.0,249000.0,1.0,apartment
"Rua Doutor Otávio Maia, 2490 - Lagoa Nova, Natal - RN",250.0,3.0,3.0,,4.0,449000.0,1.0,house
"Avenida Ayrton Senna, 389 - Capim Macio, Natal - RN",,,,,,430000.0,,other
"Lagoa Nova, Natal - RN",,,2.0,540.0,1.0,190000.0,,apartment
"Rua Poeta Jorge Fernandes, 116 - Ponta Negra, Natal - RN",,1.0,3.0,,3.0,520000.0,1.0,house
"Avenida Miguel Castro, 1275 - Lagoa Nova, Natal - RN",152.0,5.0,3.0,1200.0,3.0,470000.0,3.0,apartment
"Rua Vale de Miranda, 109 - Tirol, Natal - RN",90.0,2.0,2.0,630.0,1.0,249000.0,1.0,apartment
"Rua Doutor Otávio Maia, 2490 - Lagoa Nova, Natal - RN",250.0,3.0,3.0,,4.0,449000.0,1.0,house
"Avenida Ayrton Senna, 389 - Capim Macio, Natal - RN",,,,,,430000.0,,other
"Lagoa Nova, Natal - RN",,,2.0,540.0,1.0,190000.0,,apartment
"Avenida Hermes da Fonseca, 1118 - Tirol, Natal - RN",604.0,,,,4.0,1499000.0,,other
