area,bathrooms,bedrooms,condo,parking_spots,price,suites,type,lat,lon
96.0,3.0,3.0,0.0,2.0,430000.0,3.0,apartment,-5.796771,-35.200507
101.0,2.0,3.0,425.0,2.0,327690.0,1.0,apartment,-5.8666079,-35.2088062
57.0,2.0,2.0,500.0,1.0,350000.0,1.0,apartment,-5.8705936,-35.1817559
243.0,1.0,3.0,1100.0,2.0,750000.0,3.0,apartment,-5.7845495,-35.1984438
196.0,4.0,2.0,980.0,2.0,995000.0,1.0,apartment,-5.8455365,-35.2136399
50.0,1.0,2.0,100.0,1.0,120000.0,0.0,apartment,-5.8504872,-35.2581745
300.0,0.0,9.0,0.0,0.0,12000000.0,0.0,other,-5.8730875,-35.1800373
371.0,1.0,3.0,0.0,3.0,1200000.0,0.0,house,-5.7988797,-35.2188577
76.0,1.0,2.0,380.0,2.0,428900.0,1.0,apartment,-5.7978488,-35.2092207
57.0,3.0,2.0,305.0,2.0,250000.0,2.0,apartment,-5.7767142,-35.2062156
119.0,1.0,2.0,0.0,2.0,790000.0,2.0,apartment,-5.8999907,-35.1759866
160.0,1.0,4.0,0.0,3.0,727500.0,3.0,apartment,-5.8226937,-35.2126403
900.0,11.0,5.0,1500.0,7.0,4000000.0,5.0,house,-5.8437235,-35.2214483
289.0,6.0,4.0,0.0,3.0,850000.0,4.0,apartment,-5.8437235,-35.2214483
108.0,0.0,3.0,0.0,2.0,425000.0,3.0,apartment,0.0,0.0
114.0,1.0,3.0,500.0,1.0,360000.0,1.0,apartment,-5.809497,-35.2063052
81.0,2.0,3.0,400.0,2.0,450000.0,1.0,apartment,-5.8253734,-35.2113637
54.0,2.0,2.0,450.0,1.0,320000.0,1.0,apartment,-5.8821365,-35.1722172
200.0,0.0,0.0,170.0,0.0,90000.0,0.0,other,0.0,0.0
56.0,4.0,3.0,0.0,3.0,800000.0,3.0,apartment,-5.8164277,-35.2116397
200.0,1.0,3.0,0.0,4.0,450000.0,3.0,house,-5.8226937,-35.2126403
193.0,0.0,0.0,0.0,2.0,500000.0,0.0,other,-5.8032096,-35.2002054
250.0,5.0,4.0,2000.0,4.0,2500000.0,4.0,apartment,-5.7856518,-35.1913817
191.0,3.0,3.0,1200.0,3.0,1280000.0,3.0,apartment,-5.8032096,-35.2002054
245.0,2.0,3.0,0.0,6.0,380000.0,0.0,house,-5.8652613,-35.1962325
44.0,1.0,2.0,190.0,1.0,115000000.0,1.0,apartment,-5.8546786,-35.2475918
56.0,1.0,0.0,0.0,1.0,230000.0,0.0,apartment,-5.8032096,-35.2002054
98.0,2.0,3.0,0.0,2.0,350000.0,1.0,apartment,-5.8821365,-35.1722172
79.0,3.0,3.0,0.0,2.0,410000.0,1.0,apartment,-5.8196922,-35.2169549
110.0,0.0,3.0,674.0,2.0,599000.0,2.0,apartment,-5.8576398,-35.2014489
59.0,2.0,2.0,300.0,1.0,300000.0,1.0,apartment,-5.8999907,-35.1759866
52.0,2.0,2.0,500.0,1.0,220000.0,0.0,apartment,-5.8821365,-35.1722172
64.0,2.0,2.0,518.0,1.0,276000.0,1.0,apartment,-5.8821365,-35.1722172
378.0,5.0,10.0,0.0,0.0,300000.0,2.0,other,-5.7884681,-35.1981252
480.0,6.0,4.0,2500.0,4.0,5000000.0,4.0,apartment,-5.7823372,-35.1946781
136.0,5.0,4.0,0.0,2.0,699900.0,4.0,apartment,-5.7998405,-35.1974201
50.0,1.0,1.0,300.0,1.0,150000.0,1.0,apartment,-5.7702789,-35.1957048
55.0,1.0,2.0,0.0,1.0,110000.0,0.0,apartment,-5.7476322,-35.2403032
123.0,1.0,3.0,550.0,2.0,540000.0,3.0,apartment,-5.8437235,-35.2214483
56.0,2.0,2.0,355.0,1.0,300000.0,1.0,apartment,-5.8437235,-35.2214483
90.0,2.0,3.0,100.0,1.0,130000.0,0.0,apartment,-5.8603397,-35.2094385
56.0,1.0,2.0,520.0,1.0,410000.0,1.0,apartment,-5.8821365,-35.1722172
300.0,1.0,4.0,0.0,6.0,600000.0,1.0,house,-5.8461368,-35.2023839
220.0,1.0,3.0,1500.0,3.0,790000.0,3.0,apartment,-5.8437235,-35.2214483
87.0,3.0,3.0,480.0,2.0,460000.0,1.0,apartment,-5.8286255,-35.2226081
160.0,5.0,4.0,750.0,3.0,727000.0,3.0,apartment,-5.8226937,-35.2126403
153.0,1.0,2.0,1212.0,1.0,215000.0,0.0,apartment,-5.783788,-35.1913745
35.0,1.0,1.0,0.0,1.0,130000.0,0.0,apartment,-5.8768735,-35.2236066
350.0,4.0,3.0,0.0,2.0,600000.0,3.0,house,-5.8437235,-35.2214483
300.0,3.0,4.0,0.0,5.0,1400000.0,3.0,house,-5.8226937,-35.2126403
201.0,5.0,4.0,1450.0,3.0,698000.0,3.0,apartment,0.0,0.0
136.0,4.0,4.0,0.0,3.0,750000.0,3.0,apartment,-5.8069157,-35.216795
89.0,2.0,2.0,500.0,2.0,329000.0,1.0,apartment,-5.8768735,-35.2236066
245.0,6.0,4.0,1400.0,3.0,1080000.0,4.0,apartment,-5.7845495,-35.1984438
400.0,5.0,4.0,550.0,6.0,2900000.0,4.0,house,-5.8821365,-35.1722172
69.0,2.0,2.0,373.0,2.0,397000.0,1.0,apartment,-5.8004904,-35.2077308
170.0,3.0,2.0,620.0,2.0,350000.0,1.0,apartment,-5.8821365,-35.1722172
55.0,2.0,2.0,0.0,1.0,155000.0,1.0,apartment,-5.8796695,-35.1973555
184.0,4.0,5.0,0.0,3.0,278000.0,3.0,house,0.0,0.0
600.0,2.0,2.0,0.0,0.0,800000.0,0.0,house,-5.7972181,-35.2316702
54.0,1.0,2.0,320.0,1.0,89000.0,0.0,apartment,0.0,0.0
220.0,3.0,4.0,1400.0,2.0,1300000.0,2.0,other,0.0,0.0
64.0,2.0,2.0,518.0,1.0,312459.0,1.0,apartment,-5.8821365,-35.1722172
170.0,2.0,4.0,0.0,4.0,990000.0,4.0,apartment,-5.8226937,-35.2126403
56.0,0.0,2.0,329.0,1.0,325000.0,1.0,apartment,-5.8032096,-35.2002054
237.0,1.0,4.0,0.0,0.0,250000.0,0.0,house,-5.7988797,-35.2188577
142.0,4.0,3.0,780.0,3.0,890000.0,3.0,apartment,-5.819137,-35.2128154
119.0,4.0,3.0,0.0,2.0,650000.0,3.0,apartment,0.0,0.0
58.0,1.0,2.0,1.0,1.0,110000.0,0.0,apartment,-5.8258256,-35.231528
180.0,1.0,3.0,0.0,3.0,370000.0,1.0,house,-5.8226937,-35.2126403
436.0,10.0,7.0,0.0,4.0,895000.0,7.0,house,-5.8821365,-35.1722172
96.0,2.0,3.0,0.0,2.0,400000.0,1.0,apartment,0.0,0.0
100.0,3.0,3.0,0.0,2.0,420000.0,2.0,apartment,0.0,0.0
38.0,1.0,1.0,0.0,1.0,220000.0,0.0,other,-5.8208253,-35.2081237
126.0,1.0,4.0,0.0,1.0,700000.0,1.0,house,-5.8226937,-35.2126403
260.0,4.0,5.0,0.0,2.0,350000.0,3.0,house,-5.8437235,-35.2214483
75.0,1.0,3.0,590.0,2.0,245000.0,1.0,apartment,-5.8603397,-35.2094385
160.0,1.0,3.0,750.0,2.0,444900.0,1.0,apartment,-5.8226937,-35.2126403
100.0,3.0,3.0,1000.0,2.0,240000.0,2.0,apartment,-5.8226937,-35.2126403
54.0,1.0,2.0,800.0,1.0,220000.0,0.0,other,-5.8821365,-35.1722172
196.0,5.0,3.0,1050.0,4.0,1300000.0,3.0,apartment,-5.8624754,-35.1935607
80.0,1.0,2.0,1800.0,1.0,350000.0,1.0,other,-5.8674964,-35.180586
56.0,2.0,2.0,400.0,1.0,240000.0,1.0,apartment,-5.8576398,-35.2014489
146.0,3.0,3.0,650.0,2.0,310000.0,1.0,apartment,0.0,0.0
264.0,1.0,3.0,0.0,3.0,1824202.0,3.0,apartment,-5.8226937,-35.2126403
240.0,2.0,3.0,0.0,3.0,650000.0,1.0,house,-5.8821365,-35.1722172
70.0,1.0,2.0,450.0,1.0,389990.0,1.0,apartment,-5.8508602,-35.2049753
103.0,0.0,3.0,835.0,0.0,360000.0,1.0,apartment,0.0,0.0
57.0,1.0,2.0,270.0,1.0,245000.0,1.0,apartment,-5.8640599,-35.196594
153.0,0.0,4.0,450.0,2.0,680000.0,2.0,apartment,-5.8600136,-35.1998189
120.0,2.0,3.0,1250.0,2.0,690000.0,0.0,apartment,-5.7921127,-35.1960671
55.0,1.0,2.0,270.0,1.0,225000.0,1.0,apartment,-5.8753421,-35.2254937
98.0,1.0,3.0,800.0,2.0,430000.0,1.0,apartment,-5.7968077,-35.2067749
94.0,3.0,3.0,0.0,2.0,450000.0,1.0,apartment,-5.820507,-35.2164801
79.0,2.0,3.0,0.0,1.0,380000.0,1.0,apartment,0.0,0.0
360.0,5.0,6.0,0.0,1.0,480000.0,4.0,house,-5.8821365,-35.1722172
76.0,0.0,3.0,460.0,2.0,350000.0,1.0,apartment,-5.8502894,-35.2166072
45.0,2.0,1.0,420.0,1.0,189000.0,1.0,other,-5.8821365,-35.1722172
240.0,4.0,4.0,0.0,3.0,850000.0,4.0,apartment,-5.8652613,-35.1962325
141.0,2.0,3.0,0.0,2.0,370000.0,1.0,apartment,-5.8107808,-35.2108587
300.0,2.0,3.0,0.0,4.0,400000.0,1.0,house,-5.8666079,-35.2088062
350.0,4.0,4.0,0.0,4.0,600000.0,2.0,house,-5.8269204,-35.1985475
422.0,1.0,3.0,0.0,0.0,1000000.0,2.0,house,-5.8226937,-35.2126403
171.0,5.0,4.0,0.0,4.0,850000.0,4.0,apartment,-5.8226937,-35.2126403
83.0,3.0,3.0,500.0,1.0,290000.0,1.0,apartment,-5.8640599,-35.196594
